cod,name,generation,status,species,form,type1,type2,height_m,weight_kg,total,hp,attack,defense,spatk,spdef,speed,img
716,Xerneas,6,Legendary,Life Pokémon,,Fairy,,3.0,215.0,680,126,131,95,131,98,99,https://img.pokemondb.net/sprites/home/normal/xerneas.png
717,Yveltal,6,Legendary,Destruction Pokémon,,Dark,Flying,5.8,203.0,680,126,131,95,131,98,99,https://img.pokemondb.net/sprites/home/normal/yveltal.png
718,Zygarde,6,Legendary,Order Pokémon,50% Forme,Dragon,Ground,5.0,305.0,600,108,100,121,81,95,95,https://img.pokemondb.net/sprites/home/normal/zygarde-50.png
718,Zygarde,6,Legendary,Order Pokémon,10% Forme,Dragon,Ground,1.2,33.5,486,54,100,71,61,85,115,https://img.pokemondb.net/sprites/home/normal/zygarde-10.png
718,Zygarde,6,Legendary,Order Pokémon,Complete Forme,Dragon,Ground,4.5,610.0,708,216,100,121,91,95,85,https://img.pokemondb.net/sprites/home/normal/zygarde-complete.png
719,Diancie,6,Mythical,Jewel Pokémon,,Rock,Fairy,0.7,8.8,600,50,100,150,100,150,50,https://img.pokemondb.net/sprites/home/normal/diancie.png
719,Diancie,6,Mythical,Jewel Pokémon,Mega Diancie,Rock,Fairy,1.1,27.8,700,50,160,110,160,110,110,https://img.pokemondb.net/sprites/home/normal/diancie-mega.png
720,Hoopa,6,Mythical,Mischief Pokémon,Hoopa Confined,Psychic,Ghost,0.5,9.0,600,80,110,60,150,130,70,https://img.pokemondb.net/sprites/home/normal/hoopa-confined.png
720,Hoopa,6,Mythical,Djinn Pokémon,Hoopa Unbound,Psychic,Dark,6.5,490.0,680,80,160,60,170,130,80,https://img.pokemondb.net/sprites/home/normal/hoopa-unbound.png
721,Volcanion,6,Mythical,Steam Pokémon,,Fire,Water,1.7,195.0,600,80,110,120,130,90,70,https://img.pokemondb.net/sprites/home/normal/volcanion.png
722,Rowlet,7,Normal,Grass Quill Pokémon,,Grass,Flying,0.3,1.5,320,68,55,55,50,50,42,https://img.pokemondb.net/sprites/home/normal/rowlet.png
723,Dartrix,7,Normal,Blade Quill Pokémon,,Grass,Flying,0.7,16.0,420,78,75,75,70,70,52,https://img.pokemondb.net/sprites/home/normal/dartrix.png
724,Decidueye,7,Normal,Arrow Quill Pokémon,,Grass,Ghost,1.6,36.6,530,78,107,75,100,100,70,https://img.pokemondb.net/sprites/home/normal/decidueye.png
725,Litten,7,Normal,Fire Cat Pokémon,,Fire,,0.4,4.3,320,45,65,40,60,40,70,https://img.pokemondb.net/sprites/home/normal/litten.png
726,Torracat,7,Normal,Fire Cat Pokémon,,Fire,,0.7,25.0,420,65,85,50,80,50,90,https://img.pokemondb.net/sprites/home/normal/torracat.png
727,Incineroar,7,Normal,Heel Pokémon,,Fire,Dark,1.8,83.0,530,95,115,90,80,90,60,https://img.pokemondb.net/sprites/home/normal/incineroar.png
728,Popplio,7,Normal,Sea Lion Pokémon,,Water,,0.4,7.5,320,50,54,54,66,56,40,https://img.pokemondb.net/sprites/home/normal/popplio.png
729,Brionne,7,Normal,Pop Star Pokémon,,Water,,0.6,17.5,420,60,69,69,91,81,50,https://img.pokemondb.net/sprites/home/normal/brionne.png
730,Primarina,7,Normal,Soloist Pokémon,,Water,Fairy,1.8,44.0,530,80,74,74,126,116,60,https://img.pokemondb.net/sprites/home/normal/primarina.png
731,Pikipek,7,Normal,Woodpecker Pokémon,,Normal,Flying,0.3,1.2,265,35,75,30,30,30,65,https://img.pokemondb.net/sprites/home/normal/pikipek.png
732,Trumbeak,7,Normal,Bugle Beak Pokémon,,Normal,Flying,0.6,14.8,355,55,85,50,40,50,75,https://img.pokemondb.net/sprites/home/normal/trumbeak.png
733,Toucannon,7,Normal,Cannon Pokémon,,Normal,Flying,1.1,26.0,485,80,120,75,75,75,60,https://img.pokemondb.net/sprites/home/normal/toucannon.png
734,Yungoos,7,Normal,Loitering Pokémon,,Normal,,0.4,6.0,253,48,70,30,30,30,45,https://img.pokemondb.net/sprites/home/normal/yungoos.png
735,Gumshoos,7,Normal,Stakeout Pokémon,,Normal,,0.7,14.2,418,88,110,60,55,60,45,https://img.pokemondb.net/sprites/home/normal/gumshoos.png
736,Grubbin,7,Normal,Larva Pokémon,,Bug,,0.4,4.4,300,47,62,45,55,45,46,https://img.pokemondb.net/sprites/home/normal/grubbin.png
737,Charjabug,7,Normal,Battery Pokémon,,Bug,Electric,0.5,10.5,400,57,82,95,55,75,36,https://img.pokemondb.net/sprites/home/normal/charjabug.png
738,Vikavolt,7,Normal,Stag Beetle Pokémon,,Bug,Electric,1.5,45.0,500,77,70,90,145,75,43,https://img.pokemondb.net/sprites/home/normal/vikavolt.png
739,Crabrawler,7,Normal,Boxing Pokémon,,Fighting,,0.6,7.0,338,47,82,57,42,47,63,https://img.pokemondb.net/sprites/home/normal/crabrawler.png
740,Crabominable,7,Normal,Woolly Crab Pokémon,,Fighting,Ice,1.7,180.0,478,97,132,77,62,67,43,https://img.pokemondb.net/sprites/home/normal/crabominable.png
741,Oricorio,7,Normal,Dancing Pokémon,Baile Style,Fire,Flying,0.6,3.4,476,75,70,70,98,70,93,https://img.pokemondb.net/sprites/home/normal/oricorio-baile.png
741,Oricorio,7,Normal,Dancing Pokémon,Pom-Pom Style,Electric,Flying,0.6,3.4,476,75,70,70,98,70,93,https://img.pokemondb.net/sprites/home/normal/oricorio-pom-pom.png
741,Oricorio,7,Normal,Dancing Pokémon,Pa'u Style,Psychic,Flying,0.6,3.4,476,75,70,70,98,70,93,https://img.pokemondb.net/sprites/home/normal/oricorio-pau.png
741,Oricorio,7,Normal,Dancing Pokémon,Sensu Style,Ghost,Flying,0.6,3.4,476,75,70,70,98,70,93,https://img.pokemondb.net/sprites/home/normal/oricorio-sensu.png
742,Cutiefly,7,Normal,Bee Fly Pokémon,,Bug,Fairy,0.1,0.2,304,40,45,40,55,40,84,https://img.pokemondb.net/sprites/home/normal/cutiefly.png
743,Ribombee,7,Normal,Bee Fly Pokémon,,Bug,Fairy,0.2,0.5,464,60,55,60,95,70,124,https://img.pokemondb.net/sprites/home/normal/ribombee.png
744,Rockruff,7,Normal,Puppy Pokémon,,Rock,,0.5,9.2,280,45,65,40,30,40,60,https://img.pokemondb.net/sprites/home/normal/rockruff.png
744,Rockruff,7,Normal,Puppy Pokémon,Own Tempo Rockruff,Rock,,0.5,9.2,280,45,65,40,30,40,60,https://img.pokemondb.net/sprites/home/normal/rockruff-own-tempo.png
745,Lycanroc,7,Normal,Wolf Pokémon,Midday Form,Rock,,0.8,25.0,487,75,115,65,55,65,112,https://img.pokemondb.net/sprites/home/normal/lycanroc-midday.png
745,Lycanroc,7,Normal,Wolf Pokémon,Midnight Form,Rock,,1.1,25.0,487,85,115,75,55,75,82,https://img.pokemondb.net/sprites/home/normal/lycanroc-midnight.png
745,Lycanroc,7,Normal,Wolf Pokémon,Dusk Form,Rock,,0.8,25.0,487,75,117,65,55,65,110,https://img.pokemondb.net/sprites/home/normal/lycanroc-dusk.png
746,Wishiwashi,7,Normal,Small Fry Pokémon,Solo Form,Water,,0.2,0.3,175,45,20,20,25,25,40,https://img.pokemondb.net/sprites/home/normal/wishiwashi-solo.png
746,Wishiwashi,7,Normal,Small Fry Pokémon,School Form,Water,,8.2,78.6,620,45,140,130,140,135,30,https://img.pokemondb.net/sprites/home/normal/wishiwashi-school.png
747,Mareanie,7,Normal,Brutal Star Pokémon,,Poison,Water,0.4,8.0,305,50,53,62,43,52,45,https://img.pokemondb.net/sprites/home/normal/mareanie.png
748,Toxapex,7,Normal,Brutal Star Pokémon,,Poison,Water,0.7,14.5,495,50,63,152,53,142,35,https://img.pokemondb.net/sprites/home/normal/toxapex.png
749,Mudbray,7,Normal,Donkey Pokémon,,Ground,,1.0,110.0,385,70,100,70,45,55,45,https://img.pokemondb.net/sprites/home/normal/mudbray.png
750,Mudsdale,7,Normal,Draft Horse Pokémon,,Ground,,2.5,920.0,500,100,125,100,55,85,35,https://img.pokemondb.net/sprites/home/normal/mudsdale.png
751,Dewpider,7,Normal,Water Bubble Pokémon,,Water,Bug,0.3,4.0,269,38,40,52,40,72,27,https://img.pokemondb.net/sprites/home/normal/dewpider.png
752,Araquanid,7,Normal,Water Bubble Pokémon,,Water,Bug,1.8,82.0,454,68,70,92,50,132,42,https://img.pokemondb.net/sprites/home/normal/araquanid.png
753,Fomantis,7,Normal,Sickle Grass Pokémon,,Grass,,0.3,1.5,250,40,55,35,50,35,35,https://img.pokemondb.net/sprites/home/normal/fomantis.png
754,Lurantis,7,Normal,Bloom Sickle Pokémon,,Grass,,0.9,18.5,480,70,105,90,80,90,45,https://img.pokemondb.net/sprites/home/normal/lurantis.png
755,Morelull,7,Normal,Illuminating Pokémon,,Grass,Fairy,0.2,1.5,285,40,35,55,65,75,15,https://img.pokemondb.net/sprites/home/normal/morelull.png
756,Shiinotic,7,Normal,Illuminating Pokémon,,Grass,Fairy,1.0,11.5,405,60,45,80,90,100,30,https://img.pokemondb.net/sprites/home/normal/shiinotic.png
757,Salandit,7,Normal,Toxic Lizard Pokémon,,Poison,Fire,0.6,4.8,320,48,44,40,71,40,77,https://img.pokemondb.net/sprites/home/normal/salandit.png
758,Salazzle,7,Normal,Toxic Lizard Pokémon,,Poison,Fire,1.2,22.2,480,68,64,60,111,60,117,https://img.pokemondb.net/sprites/home/normal/salazzle.png
759,Stufful,7,Normal,Flailing Pokémon,,Normal,Fighting,0.5,6.8,340,70,75,50,45,50,50,https://img.pokemondb.net/sprites/home/normal/stufful.png
760,Bewear,7,Normal,Strong Arm Pokémon,,Normal,Fighting,2.1,135.0,500,120,125,80,55,60,60,https://img.pokemondb.net/sprites/home/normal/bewear.png
761,Bounsweet,7,Normal,Fruit Pokémon,,Grass,,0.3,3.2,210,42,30,38,30,38,32,https://img.pokemondb.net/sprites/home/normal/bounsweet.png
762,Steenee,7,Normal,Fruit Pokémon,,Grass,,0.7,8.2,290,52,40,48,40,48,62,https://img.pokemondb.net/sprites/home/normal/steenee.png
763,Tsareena,7,Normal,Fruit Pokémon,,Grass,,1.2,21.4,510,72,120,98,50,98,72,https://img.pokemondb.net/sprites/home/normal/tsareena.png
764,Comfey,7,Normal,Posy Picker Pokémon,,Fairy,,0.1,0.3,485,51,52,90,82,110,100,https://img.pokemondb.net/sprites/home/normal/comfey.png
765,Oranguru,7,Normal,Sage Pokémon,,Normal,Psychic,1.5,76.0,490,90,60,80,90,110,60,https://img.pokemondb.net/sprites/home/normal/oranguru.png
766,Passimian,7,Normal,Teamwork Pokémon,,Fighting,,2.0,82.8,490,100,120,90,40,60,80,https://img.pokemondb.net/sprites/home/normal/passimian.png
767,Wimpod,7,Normal,Turn Tail Pokémon,,Bug,Water,0.5,12.0,230,25,35,40,20,30,80,https://img.pokemondb.net/sprites/home/normal/wimpod.png
768,Golisopod,7,Normal,Hard Scale Pokémon,,Bug,Water,2.0,108.0,530,75,125,140,60,90,40,https://img.pokemondb.net/sprites/home/normal/golisopod.png
769,Sandygast,7,Normal,Sand Heap Pokémon,,Ghost,Ground,0.5,70.0,320,55,55,80,70,45,15,https://img.pokemondb.net/sprites/home/normal/sandygast.png
770,Palossand,7,Normal,Sand Castle Pokémon,,Ghost,Ground,1.3,250.0,480,85,75,110,100,75,35,https://img.pokemondb.net/sprites/home/normal/palossand.png
771,Pyukumuku,7,Normal,Sea Cucumber Pokémon,,Water,,0.3,1.2,410,55,60,130,30,130,5,https://img.pokemondb.net/sprites/home/normal/pyukumuku.png
772,Type: Null,7,Sub Legendary,Synthetic Pokémon,,Normal,,1.9,120.5,534,95,95,95,95,95,59,https://img.pokemondb.net/sprites/home/normal/type-null.png
773,Silvally,7,Sub Legendary,Synthetic Pokémon,,Normal,,2.3,100.5,570,95,95,95,95,95,95,https://img.pokemondb.net/sprites/home/normal/silvally.png
774,Minior,7,Normal,Meteor Pokémon,Meteor Form,Rock,Flying,0.3,40.0,440,60,60,100,60,100,60,https://img.pokemondb.net/sprites/home/normal/minior-meteor.png
774,Minior,7,Normal,Meteor Pokémon,Core Form,Rock,Flying,0.3,0.3,500,60,100,60,100,60,120,https://img.pokemondb.net/sprites/home/normal/minior-core.png
775,Komala,7,Normal,Drowsing Pokémon,,Normal,,0.4,19.9,480,65,115,65,75,95,65,https://img.pokemondb.net/sprites/home/normal/komala.png
776,Turtonator,7,Normal,Blast Turtle Pokémon,,Fire,Dragon,2.0,212.0,485,60,78,135,91,85,36,https://img.pokemondb.net/sprites/home/normal/turtonator.png
777,Togedemaru,7,Normal,Roly-Poly Pokémon,,Electric,Steel,0.3,3.3,435,65,98,63,40,73,96,https://img.pokemondb.net/sprites/home/normal/togedemaru.png
778,Mimikyu,7,Normal,Disguise Pokémon,,Ghost,Fairy,0.2,0.7,476,55,90,80,50,105,96,https://img.pokemondb.net/sprites/home/normal/mimikyu.png
779,Bruxish,7,Normal,Gnash Teeth Pokémon,,Water,Psychic,0.9,19.0,475,68,105,70,70,70,92,https://img.pokemondb.net/sprites/home/normal/bruxish.png
780,Drampa,7,Normal,Placid Pokémon,,Normal,Dragon,3.0,185.0,485,78,60,85,135,91,36,https://img.pokemondb.net/sprites/home/normal/drampa.png
781,Dhelmise,7,Normal,Sea Creeper Pokémon,,Ghost,Grass,3.9,210.0,517,70,131,100,86,90,40,https://img.pokemondb.net/sprites/home/normal/dhelmise.png
782,Jangmo-o,7,Normal,Scaly Pokémon,,Dragon,,0.6,29.7,300,45,55,65,45,45,45,https://img.pokemondb.net/sprites/home/normal/jangmo-o.png
783,Hakamo-o,7,Normal,Scaly Pokémon,,Dragon,Fighting,1.2,47.0,420,55,75,90,65,70,65,https://img.pokemondb.net/sprites/home/normal/hakamo-o.png
784,Kommo-o,7,Normal,Scaly Pokémon,,Dragon,Fighting,1.6,78.2,600,75,110,125,100,105,85,https://img.pokemondb.net/sprites/home/normal/kommo-o.png
785,Tapu Koko,7,Sub Legendary,Land Spirit Pokémon,,Electric,Fairy,1.8,20.5,570,70,115,85,95,75,130,https://img.pokemondb.net/sprites/home/normal/tapu-koko.png
786,Tapu Lele,7,Sub Legendary,Land Spirit Pokémon,,Psychic,Fairy,1.2,18.6,570,70,85,75,130,115,95,https://img.pokemondb.net/sprites/home/normal/tapu-lele.png
787,Tapu Bulu,7,Sub Legendary,Land Spirit Pokémon,,Grass,Fairy,1.9,45.5,570,70,130,115,85,95,75,https://img.pokemondb.net/sprites/home/normal/tapu-bulu.png
788,Tapu Fini,7,Sub Legendary,Land Spirit Pokémon,,Water,Fairy,1.3,21.2,570,70,75,115,95,130,85,https://img.pokemondb.net/sprites/home/normal/tapu-fini.png
789,Cosmog,7,Legendary,Nebula Pokémon,,Psychic,,0.2,0.1,200,43,29,31,29,31,37,https://img.pokemondb.net/sprites/home/normal/cosmog.png
790,Cosmoem,7,Legendary,Protostar Pokémon,,Psychic,,0.1,999.9,400,43,29,131,29,131,37,https://img.pokemondb.net/sprites/home/normal/cosmoem.png
791,Solgaleo,7,Legendary,Sunne Pokémon,,Psychic,Steel,3.4,230.0,680,137,137,107,113,89,97,https://img.pokemondb.net/sprites/home/normal/solgaleo.png
792,Lunala,7,Legendary,Moone Pokémon,,Psychic,Ghost,4.0,120.0,680,137,113,89,137,107,97,https://img.pokemondb.net/sprites/home/normal/lunala.png
793,Nihilego,7,Sub Legendary,Parasite Pokémon,,Rock,Poison,1.2,55.5,570,109,53,47,127,131,103,https://img.pokemondb.net/sprites/home/normal/nihilego.png
794,Buzzwole,7,Sub Legendary,Swollen Pokémon,,Bug,Fighting,2.4,333.6,570,107,139,139,53,53,79,https://img.pokemondb.net/sprites/home/normal/buzzwole.png
795,Pheromosa,7,Sub Legendary,Lissome Pokémon,,Bug,Fighting,1.8,25.0,570,71,137,37,137,37,151,https://img.pokemondb.net/sprites/home/normal/pheromosa.png
796,Xurkitree,7,Sub Legendary,Glowing Pokémon,,Electric,,3.8,100.0,570,83,89,71,173,71,83,https://img.pokemondb.net/sprites/home/normal/xurkitree.png
797,Celesteela,7,Sub Legendary,Launch Pokémon,,Steel,Flying,9.2,999.9,570,97,101,103,107,101,61,https://img.pokemondb.net/sprites/home/normal/celesteela.png
798,Kartana,7,Sub Legendary,Drawn Sword Pokémon,,Grass,Steel,0.3,0.1,570,59,181,131,59,31,109,https://img.pokemondb.net/sprites/home/normal/kartana.png
799,Guzzlord,7,Sub Legendary,Junkivore Pokémon,,Dark,Dragon,5.5,888.0,570,223,101,53,97,53,43,https://img.pokemondb.net/sprites/home/normal/guzzlord.png
800,Necrozma,7,Legendary,Prism Pokémon,,Psychic,,2.4,230.0,600,97,107,101,127,89,79,https://img.pokemondb.net/sprites/home/normal/necrozma.png
800,Necrozma,7,Legendary,Prism Pokémon,Dusk Mane Necrozma,Psychic,Steel,3.8,460.0,680,97,157,127,113,109,77,https://img.pokemondb.net/sprites/home/normal/necrozma-dusk-mane.png
800,Necrozma,7,Legendary,Prism Pokémon,Dawn Wings Necrozma,Psychic,Ghost,4.2,350.0,680,97,113,109,157,127,77,https://img.pokemondb.net/sprites/home/normal/necrozma-dawn-wings.png
800,Necrozma,7,Legendary,Prism Pokémon,Ultra Necrozma,Psychic,Dragon,7.5,230.0,754,97,167,97,167,97,129,https://img.pokemondb.net/sprites/home/normal/necrozma-ultra.png
801,Magearna,7,Mythical,Artificial Pokémon,,Steel,Fairy,1.0,80.5,600,80,95,115,130,115,65,https://img.pokemondb.net/sprites/home/normal/magearna.png
802,Marshadow,7,Mythical,Gloomdweller Pokémon,,Fighting,Ghost,0.7,22.2,600,90,125,80,90,90,125,https://img.pokemondb.net/sprites/home/normal/marshadow.png
803,Poipole,7,Sub Legendary,Poison Pin Pokémon,,Poison,,0.6,1.8,420,67,73,67,73,67,73,https://img.pokemondb.net/sprites/home/normal/poipole.png
804,Naganadel,7,Sub Legendary,Poison Pin Pokémon,,Poison,Dragon,3.6,150.0,540,73,73,73,127,73,121,https://img.pokemondb.net/sprites/home/normal/naganadel.png
805,Stakataka,7,Sub Legendary,Rampart Pokémon,,Rock,Steel,5.5,820.0,570,61,131,211,53,101,13,https://img.pokemondb.net/sprites/home/normal/stakataka.png
806,Blacephalon,7,Sub Legendary,Fireworks Pokémon,,Fire,Ghost,1.8,13.0,570,53,127,53,151,79,107,https://img.pokemondb.net/sprites/home/normal/blacephalon.png
807,Zeraora,7,Mythical,Thunderclap Pokémon,,Electric,,1.5,44.5,600,88,112,75,102,80,143,https://img.pokemondb.net/sprites/home/normal/zeraora.png
808,Meltan,7,Mythical,Hex Nut Pokémon,,Steel,,0.2,8.0,300,46,65,65,55,35,34,https://img.pokemondb.net/sprites/home/normal/meltan.png
809,Melmetal,7,Mythical,Hex Nut Pokémon,,Steel,,2.5,800.0,600,135,143,143,80,65,34,https://img.pokemondb.net/sprites/home/normal/melmetal.png
810,Grookey,8,Normal,Chimp Pokémon,,Grass,,0.3,5.0,310,50,65,50,40,40,65,https://img.pokemondb.net/sprites/home/normal/grookey.png
811,Thwackey,8,Normal,Beat Pokémon,,Grass,,0.7,14.0,420,70,85,70,55,60,80,https://img.pokemondb.net/sprites/home/normal/thwackey.png
812,Rillaboom,8,Normal,Drummer Pokémon,,Grass,,2.1,90.0,530,100,125,90,60,70,85,https://img.pokemondb.net/sprites/home/normal/rillaboom.png
813,Scorbunny,8,Normal,Rabbit Pokémon,,Fire,,0.3,4.5,310,50,71,40,40,40,69,https://img.pokemondb.net/sprites/home/normal/scorbunny.png
814,Raboot,8,Normal,Rabbit Pokémon,,Fire,,0.6,9.0,420,65,86,60,55,60,94,https://img.pokemondb.net/sprites/home/normal/raboot.png
815,Cinderace,8,Normal,Striker Pokémon,,Fire,,1.4,33.0,530,80,116,75,65,75,119,https://img.pokemondb.net/sprites/home/normal/cinderace.png
816,Sobble,8,Normal,Water Lizard Pokémon,,Water,,0.3,4.0,310,50,40,40,70,40,70,https://img.pokemondb.net/sprites/home/normal/sobble.png
817,Drizzile,8,Normal,Water lizard Pokémon,,Water,,0.7,11.5,420,65,60,55,95,55,90,https://img.pokemondb.net/sprites/home/normal/drizzile.png
818,Inteleon,8,Normal,Secret Agent Pokémon,,Water,,1.9,45.2,530,70,85,65,125,65,120,https://img.pokemondb.net/sprites/home/normal/inteleon.png
819,Skwovet,8,Normal,Cheeky Pokémon,,Normal,,0.3,2.5,275,70,55,55,35,35,25,https://img.pokemondb.net/sprites/home/normal/skwovet.png
820,Greedent,8,Normal,Greedy Pokémon,,Normal,,0.6,6.0,460,120,95,95,55,75,20,https://img.pokemondb.net/sprites/home/normal/greedent.png
821,Rookidee,8,Normal,Tiny Bird Pokémon,,Flying,,0.2,1.8,245,38,47,35,33,35,57,https://img.pokemondb.net/sprites/home/normal/rookidee.png
822,Corvisquire,8,Normal,Raven Pokémon,,Flying,,0.8,16.0,365,68,67,55,43,55,77,https://img.pokemondb.net/sprites/home/normal/corvisquire.png
823,Corviknight,8,Normal,Raven Pokémon,,Flying,Steel,2.2,75.0,495,98,87,105,53,85,67,https://img.pokemondb.net/sprites/home/normal/corviknight.png
824,Blipbug,8,Normal,Larva Pokémon,,Bug,,0.4,8.0,180,25,20,20,25,45,45,https://img.pokemondb.net/sprites/home/normal/blipbug.png
825,Dottler,8,Normal,Radome Pokémon,,Bug,Psychic,0.4,19.5,335,50,35,80,50,90,30,https://img.pokemondb.net/sprites/home/normal/dottler.png
826,Orbeetle,8,Normal,Seven Spot Pokémon,,Bug,Psychic,0.4,40.8,505,60,45,110,80,120,90,https://img.pokemondb.net/sprites/home/normal/orbeetle.png
827,Nickit,8,Normal,Fox Pokémon,,Dark,,0.6,8.9,245,40,28,28,47,52,50,https://img.pokemondb.net/sprites/home/normal/nickit.png
828,Thievul,8,Normal,Fox Pokémon,,Dark,,1.2,19.9,455,70,58,58,87,92,90,https://img.pokemondb.net/sprites/home/normal/thievul.png
829,Gossifleur,8,Normal,Flowering Pokémon,,Grass,,0.4,2.2,250,40,40,60,40,60,10,https://img.pokemondb.net/sprites/home/normal/gossifleur.png
830,Eldegoss,8,Normal,Cotton Bloom Pokémon,,Grass,,0.5,2.5,460,60,50,90,80,120,60,https://img.pokemondb.net/sprites/home/normal/eldegoss.png
831,Wooloo,8,Normal,Sheep Pokémon,,Normal,,0.6,6.0,270,42,40,55,40,45,48,https://img.pokemondb.net/sprites/home/normal/wooloo.png
832,Dubwool,8,Normal,Sheep Pokémon,,Normal,,1.3,43.0,490,72,80,100,60,90,88,https://img.pokemondb.net/sprites/home/normal/dubwool.png
833,Chewtle,8,Normal,Snapping Pokémon,,Water,,0.3,8.5,284,50,64,50,38,38,44,https://img.pokemondb.net/sprites/home/normal/chewtle.png
834,Drednaw,8,Normal,Bite Pokémon,,Water,Rock,1.0,115.5,485,90,115,90,48,68,74,https://img.pokemondb.net/sprites/home/normal/drednaw.png
835,Yamper,8,Normal,Puppy Pokémon,,Electric,,0.3,13.5,270,59,45,50,40,50,26,https://img.pokemondb.net/sprites/home/normal/yamper.png
836,Boltund,8,Normal,Dog Pokémon,,Electric,,1.0,34.0,490,69,90,60,90,60,121,https://img.pokemondb.net/sprites/home/normal/boltund.png
837,Rolycoly,8,Normal,Coal Pokémon,,Rock,,0.3,12.0,240,30,40,50,40,50,30,https://img.pokemondb.net/sprites/home/normal/rolycoly.png
838,Carkol,8,Normal,Coal Pokémon,,Rock,Fire,1.1,78.0,410,80,60,90,60,70,50,https://img.pokemondb.net/sprites/home/normal/carkol.png
839,Coalossal,8,Normal,Coal Pokémon,,Rock,Fire,2.8,310.5,510,110,80,120,80,90,30,https://img.pokemondb.net/sprites/home/normal/coalossal.png
840,Applin,8,Normal,Apple Core Pokémon,,Grass,Dragon,0.2,0.5,260,40,40,80,40,40,20,https://img.pokemondb.net/sprites/home/normal/applin.png
841,Flapple,8,Normal,Apple Wing Pokémon,,Grass,Dragon,0.3,1.0,485,70,110,80,95,60,70,https://img.pokemondb.net/sprites/home/normal/flapple.png
842,Appletun,8,Normal,Apple Nectar Pokémon,,Grass,Dragon,0.4,13.0,485,110,85,80,100,80,30,https://img.pokemondb.net/sprites/home/normal/appletun.png
843,Silicobra,8,Normal,Sand Snake Pokémon,,Ground,,2.2,7.6,315,52,57,75,35,50,46,https://img.pokemondb.net/sprites/home/normal/silicobra.png
844,Sandaconda,8,Normal,Sand Snake Pokémon,,Ground,,3.8,65.5,510,72,107,125,65,70,71,https://img.pokemondb.net/sprites/home/normal/sandaconda.png
845,Cramorant,8,Normal,Gulp Pokémon,,Flying,Water,0.8,18.0,475,70,85,55,85,95,85,https://img.pokemondb.net/sprites/home/normal/cramorant.png
846,Arrokuda,8,Normal,Rush Pokémon,,Water,,0.5,1.0,280,41,63,40,40,30,66,https://img.pokemondb.net/sprites/home/normal/arrokuda.png
847,Barraskewda,8,Normal,Skewer Pokémon,,Water,,1.3,30.0,490,61,123,60,60,50,136,https://img.pokemondb.net/sprites/home/normal/barraskewda.png
848,Toxel,8,Normal,Baby Pokémon,,Electric,Poison,0.4,11.0,242,40,38,35,54,35,40,https://img.pokemondb.net/sprites/home/normal/toxel.png
849,Toxtricity,8,Normal,Punk Pokémon,Low Key Form,Electric,Poison,1.6,40.0,502,75,98,70,114,70,75,https://img.pokemondb.net/sprites/home/normal/toxtricity-low-key.png
849,Toxtricity,8,Normal,Punk Pokémon,Amped Form,Electric,Poison,1.6,40.0,502,75,98,70,114,70,75,https://img.pokemondb.net/sprites/home/normal/toxtricity-amped.png
850,Sizzlipede,8,Normal,Radiator Pokémon,,Fire,Bug,0.7,1.0,305,50,65,45,50,50,45,https://img.pokemondb.net/sprites/home/normal/sizzlipede.png
851,Centiskorch,8,Normal,Radiator Pokémon,,Fire,Bug,3.0,120.0,525,100,115,65,90,90,65,https://img.pokemondb.net/sprites/home/normal/centiskorch.png
852,Clobbopus,8,Normal,Tantrum Pokémon,,Fighting,,0.6,4.0,310,50,68,60,50,50,32,https://img.pokemondb.net/sprites/home/normal/clobbopus.png
853,Grapploct,8,Normal,Tantrum Pokémon,,Fighting,,1.6,39.0,480,80,118,90,70,80,42,https://img.pokemondb.net/sprites/home/normal/grapploct.png
854,Sinistea,8,Normal,Black Tea Pokémon,,Ghost,,0.1,0.2,308,40,45,45,74,54,50,https://img.pokemondb.net/sprites/home/normal/sinistea.png
855,Polteageist,8,Normal,Black Tea Pokémon,,Ghost,,0.2,0.4,508,60,65,65,134,114,70,https://img.pokemondb.net/sprites/home/normal/polteageist.png
856,Hatenna,8,Normal,Calm Pokémon,,Psychic,,0.4,3.4,265,42,30,45,56,53,39,https://img.pokemondb.net/sprites/home/normal/hatenna.png
857,Hattrem,8,Normal,Serene Pokémon,,Psychic,,0.6,4.8,370,57,40,65,86,73,49,https://img.pokemondb.net/sprites/home/normal/hattrem.png
858,Hatterene,8,Normal,Silent Pokémon,,Psychic,Fairy,2.1,5.0,510,57,90,95,136,103,29,https://img.pokemondb.net/sprites/home/normal/hatterene.png
859,Impidimp,8,Normal,Wily Pokémon,,Dark,Fairy,0.4,5.5,265,45,45,30,55,40,50,https://img.pokemondb.net/sprites/home/normal/impidimp.png
860,Morgrem,8,Normal,Devious Pokémon,,Dark,Fairy,0.8,12.5,370,65,60,45,75,55,70,https://img.pokemondb.net/sprites/home/normal/morgrem.png
861,Grimmsnarl,8,Normal,Bulk Up Pokémon,,Dark,Fairy,1.5,61.0,510,95,120,65,95,75,60,https://img.pokemondb.net/sprites/home/normal/grimmsnarl.png
862,Obstagoon,8,Normal,Blocking Pokémon,,Dark,Normal,1.6,46.0,520,93,90,101,60,81,95,https://img.pokemondb.net/sprites/home/normal/obstagoon.png
863,Perrserker,8,Normal,Viking Pokémon,,Steel,,0.8,28.0,440,70,110,100,50,60,50,https://img.pokemondb.net/sprites/home/normal/perrserker.png
